SEMEL_YISHUV,SHEM_YISHUV,KALPI2022,Stat2011,yishuv_stat2011
620,משואות יצחק,1,1,6200001
3785,משכיות,1,1,37850001
670,משמר איילון,1,1,6700001
563,משמר דוד,1,1,5630001
732,משמר הירדן,1,1,7320001
395,משמר הנגב,1,1,3950001
395,משמר הנגב,2,1,3950001
130,משמר העמק,1,1,1300001
130,משמר העמק,2,1,1300001
729,משמר השבעה,1,1,7290001
194,משמר השרון,1,1,1940001
213,משמרות,1,1,2130001
425,משמרת,1,1,4250001
791,משען,1,1,7910001
1315,מתן,1,1,13150001
1315,מתן,2,1,13150001
1315,מתן,3,1,13150001
1315,מתן,4,1,13150001
1184,מתת,1,1,11840001
3648,מתתיהו,1,1,36480001
4551,נאות גולן,1,1,45510001
1124,נאות הכיכר,1,1,11240001
408,נאות מרדכי,1,1,4080001
1197,נאות סמדר,1,1,11970001
524,נאעורה,1,1,5240001
524,נאעורה,2,1,5240001
524,נאעורה,3,1,5240001
396,נבטים,1,1,3960001
315,נגבה,1,1,3150001
3724,נגוהות,1,1,37240001
309,נהורה,1,1,3090001
309,נהורה,2,1,3090001
80,נהלל,1,1,800001
80,נהלל,2,1,800001
9100,נהריה,1,13,91000013
9100,נהריה,2,13,91000013
9100,נהריה,3,13,91000013
9100,נהריה,4,13,91000013
9100,נהריה,5,13,91000013
9100,נהריה,6,13,91000013
9100,נהריה,7,13,91000013
9100,נהריה,8,13,91000013
9100,נהריה,9,13,91000013
9100,נהריה,10,33,91000033
9100,נהריה,11,14,91000014
9100,נהריה,12,14,91000014
9100,נהריה,13,14,91000014
9100,נהריה,14,14,91000014
9100,נהריה,15,21,91000021
9100,נהריה,16,21,91000021
9100,נהריה,17,21,91000021
9100,נהריה,18,21,91000021
9100,נהריה,19,21,91000021
9100,נהריה,20,22,91000022
9100,נהריה,21,22,91000022
9100,נהריה,22,21,91000021
9100,נהריה,23,21,91000021
9100,נהריה,24,21,91000021
9100,נהריה,25,21,91000021
9100,נהריה,26,41,91000041
9100,נהריה,27,42,91000042
9100,נהריה,29,23,91000023
9100,נהריה,30,23,91000023
9100,נהריה,31,24,91000024
9100,נהריה,32,24,91000024
9100,נהריה,33,24,91000024
9100,נהריה,34,24,91000024
9100,נהריה,35,23,91000023
9100,נהריה,36,24,91000024
9100,נהריה,37,23,91000023
9100,נהריה,38,34,91000034
9100,נהריה,39,42,91000042
9100,נהריה,40,42,91000042
9100,נהריה,41,34,91000034
9100,נהריה,42,41,91000041
9100,נהריה,43,32,91000032
9100,נהריה,44,31,91000031
9100,נהריה,45,34,91000034
9100,נהריה,46,33,91000033
9100,נהריה,47,33,91000033
9100,נהריה,48,32,91000032
9100,נהריה,49,41,91000041
9100,נהריה,50,41,91000041
9100,נהריה,51,43,91000043
9100,נהריה,52,32,91000032
9100,נהריה,53,31,91000031
9100,נהריה,54,34,91000034
9100,נהריה,55,41,91000041
9100,נהריה,56,41,91000041
9100,נהריה,57,32,91000032
9100,נהריה,58,31,91000031
9100,נהריה,59,33,91000033
9100,נהריה,60,31,91000031
9100,נהריה,61,43,91000043
9100,נהריה,62,31,91000031
9100,נהריה,63,43,91000043
9100,נהריה,64,43,91000043
9100,נהריה,65,42,91000042
9100,נהריה,66,42,91000042
9100,נהריה,67,42,91000042
9100,נהריה,68,42,91000042
9100,נהריה,69,43,91000043
9100,נהריה,70,41,91000041
9100,נהריה,71,42,91000042
9100,נהריה,72,32,91000032
9100,נהריה,73,32,91000032
9100,נהריה,74,33,91000033
9100,נהריה,75,33,91000033
9100,נהריה,76,34,91000034
9100,נהריה,77,41,91000041
9100,נהריה,78,32,91000032
9100,נהריה,79,42,91000042
9100,נהריה,80,23,91000023
9100,נהריה,81,23,91000023
9100,נהריה,82,14,91000014
9100,נהריה,83,42,91000042
9100,נהריה,84,23,91000023
9100,נהריה,85,31,91000031
9100,נהריה,86,23,91000023
9100,נהריה,90,24,91000024
9100,נהריה,950,12,91000012
9100,נהריה,951,11,91000011
4304,נוב,1,1,43040001
55,נוגה,1,1,550001
3573,נוה צוף,1,1,35730001
1366,נווה,1,1,13660001
926,נווה אבות,1,1,9260001
590,נווה אור,1,1,5900001
4303,"נווה אטי""ב",1,1,43030001
405,נווה אילן,1,1,4050001
296,נווה איתן,1,1,2960001
3725,נווה דניאל,1,1,37250001
3725,נווה דניאל,2,1,37250001
3725,נווה דניאל,3,1,37250001
1057,נווה זוהר,1,1,10570001
1314,נווה זיו,1,1,13140001
1279,נווה חריף,1,1,12790001
312,נווה ים,1,1,3120001
686,נווה ימין,1,1,6860001
686,נווה ימין,2,1,6860001
858,נווה ירק,1,1,8580001
858,נווה ירק,2,1,8580001
827,נווה מבטח,1,1,8270001
1071,נווה מיכאל,1,1,10710001
1259,נווה שלום,1,1,12590001
15,נועם,1,1,150001
1333,נוף איילון,1,1,13330001
1333,נוף איילון,2,1,13330001
1333,נוף איילון,3,1,13330001
1061,נוף הגליל,1,21,10610021
1061,נוף הגליל,2,23,10610023
1061,נוף הגליל,3,21,10610021
1061,נוף הגליל,4,21,10610021
1061,נוף הגליל,5,21,10610021
1061,נוף הגליל,6,24,10610024
1061,נוף הגליל,7,22,10610022
1061,נוף הגליל,8,23,10610023
1061,נוף הגליל,9,24,10610024
1061,נוף הגליל,10,21,10610021
1061,נוף הגליל,11,22,10610022
1061,נוף הגליל,12,25,10610025
1061,נוף הגליל,13,22,10610022
1061,נוף הגליל,14,23,10610023
1061,נוף הגליל,15,34,10610034
1061,נוף הגליל,16,22,10610022
1061,נוף הגליל,17,22,10610022
1061,נוף הגליל,18,34,10610034
1061,נוף הגליל,19,34,10610034
1061,נוף הגליל,20,42,10610042
1061,נוף הגליל,21,34,10610034
1061,נוף הגליל,22,42,10610042
1061,נוף הגליל,23,41,10610041
1061,נוף הגליל,24,41,10610041
1061,נוף הגליל,25,42,10610042
1061,נוף הגליל,26,41,10610041
1061,נוף הגליל,27,41,10610041
1061,נוף הגליל,28,33,10610033
1061,נוף הגליל,29,33,10610033
1061,נוף הגליל,30,32,10610032
1061,נוף הגליל,31,33,10610033
1061,נוף הגליל,32,33,10610033
1061,נוף הגליל,33,34,10610034
1061,נוף הגליל,34,41,10610041
1061,נוף הגליל,35,32,10610032
1061,נוף הגליל,36,31,10610031
1061,נוף הגליל,37,31,10610031
1061,נוף הגליל,38,31,10610031
1061,נוף הגליל,39,32,10610032
1061,נוף הגליל,40,31,10610031
1061,נוף הגליל,41,43,10610043
1061,נוף הגליל,42,43,10610043
1061,נוף הגליל,43,43,10610043
1061,נוף הגליל,44,43,10610043
1061,נוף הגליל,45,43,10610043
1061,נוף הגליל,46,43,10610043
1061,נוף הגליל,47,43,10610043
1061,נוף הגליל,48,41,10610041
1061,נוף הגליל,49,32,10610032
1061,נוף הגליל,50,24,10610024
1061,נוף הגליל,51,24,10610024
1061,נוף הגליל,52,24,10610024
1061,נוף הגליל,54,23,10610023
1061,נוף הגליל,55,12,10610012
1061,נוף הגליל,56,12,10610012
1061,נוף הגליל,57,12,10610012
1061,נוף הגליל,58,12,10610012
1061,נוף הגליל,59,33,10610033
1061,נוף הגליל,60,12,10610012
1061,נוף הגליל,61,21,10610021
1061,נוף הגליל,70,11,10610011
1061,נוף הגליל,71,11,10610011
1061,נוף הגליל,72,11,10610011
1061,נוף הגליל,73,11,10610011
1061,נוף הגליל,74,11,10610011
1061,נוף הגליל,75,11,10610011
1061,נוף הגליל,76,11,10610011
1061,נוף הגליל,77,22,10610022
1061,נוף הגליל,950,13,10610013
1061,נוף הגליל,951,11,10610011
3790,נופים,1,1,37900001
1284,נופית,1,1,12840001
1284,נופית,2,1,12840001
1284,נופית,3,1,12840001
257,נופך,1,1,2570001
3726,נוקדים,1,1,37260001
3726,נוקדים,2,1,37260001
447,נורדיה,1,1,4470001
447,נורדיה,2,1,4470001
447,נורדיה,3,1,4470001
833,נורית,1,1,8330001
59,נחושה,1,1,590001
59,נחושה,2,1,590001
844,נחל עוז,1,1,8440001
2045,נחלה,1,1,20450001
3767,נחליאל,1,1,37670001
449,נחלים,1,1,4490001
449,נחלים,2,1,4490001
809,נחם,1,1,8090001
433,נחשולים,1,1,4330001
777,נחשון,1,1,7770001
705,נחשונים,1,1,7050001
1147,נטועה,1,1,11470001
4014,נטור,1,1,40140001
1369,נטע,1,1,13690001
174,נטעים,1,1,1740001
1254,נטף,1,1,12540001
523,ניין,1,1,5230001
523,ניין,2,1,5230001
3655,"ניל""י",1,1,36550001
3655,"ניל""י",2,1,36550001
351,ניצן,1,1,3510001
351,ניצן,2,1,3510001
1419,ניצן ב',1,1,14190001
1419,ניצן ב',3,1,14190001
1195,ניצנה (קהילת חינוך),1,1,11950001
1280,ניצני סיני,1,1,12800001
851,ניצני עוז,1,1,8510001
359,ניצנים,1,1,3590001
808,ניר אליהו,1,1,8080001
553,ניר בנים,1,1,5530001
720,ניר גלים,1,1,7200001
256,ניר דוד (תל עמל),1,1,2560001
11,"ניר ח""ן",1,1,110001
165,ניר יפה,1,1,1650001
402,ניר יצחק,1,1,4020001
699,ניר ישראל,1,1,6990001
2047,ניר משה,1,1,20470001
69,ניר עוז,1,1,690001
348,ניר עם,1,1,3480001
769,ניר עציון,1,1,7690001
2048,ניר עקיבא,1,1,20480001
331,ניר צבי,1,1,3310001
331,ניר צבי,2,1,3310001
602,נירים,1,1,6020001
1236,נירית,1,1,12360001
1236,נירית,2,1,12360001
4035,נמרוד,1,1,40350001
825,נס הרים,1,1,8250001
825,נס הרים,2,1,8250001
1143,נס עמים,1,1,11430001
7200,נס ציונה,1,2,72000002
7200,נס ציונה,2,1,72000001
7200,נס ציונה,3,3,72000003
7200,נס ציונה,4,3,72000003
7200,נס ציונה,5,3,72000003
7200,נס ציונה,6,8,72000008
7200,נס ציונה,7,8,72000008
7200,נס ציונה,8,8,72000008
7200,נס ציונה,9,8,72000008
7200,נס ציונה,10,3,72000003
7200,נס ציונה,11,8,72000008
7200,נס ציונה,12,8,72000008
7200,נס ציונה,13,8,72000008
7200,נס ציונה,14,11,72000011
7200,נס ציונה,15,4,72000004
7200,נס ציונה,16,7,72000007
7200,נס ציונה,17,7,72000007
7200,נס ציונה,18,4,72000004
7200,נס ציונה,19,7,72000007
7200,נס ציונה,20,7,72000007
7200,נס ציונה,21,7,72000007
7200,נס ציונה,22,7,72000007
7200,נס ציונה,23,7,72000007
7200,נס ציונה,24,11,72000011
7200,נס ציונה,25,11,72000011
7200,נס ציונה,26,11,72000011
7200,נס ציונה,27,1,72000001
7200,נס ציונה,28,11,72000011
7200,נס ציונה,29,6,72000006
7200,נס ציונה,30,1,72000001
7200,נס ציונה,31,1,72000001
7200,נס ציונה,32,1,72000001
7200,נס ציונה,33,1,72000001
7200,נס ציונה,34,2,72000002
7200,נס ציונה,35,2,72000002
7200,נס ציונה,36,2,72000002
7200,נס ציונה,37,2,72000002
7200,נס ציונה,50,4,72000004
7200,נס ציונה,51,4,72000004
7200,נס ציונה,52,4,72000004
7200,נס ציונה,53,4,72000004
7200,נס ציונה,56,5,72000005
7200,נס ציונה,57,6,72000006
7200,נס ציונה,58,5,72000005
7200,נס ציונה,59,5,72000005
7200,נס ציונה,60,6,72000006
7200,נס ציונה,61,6,72000006
7200,נס ציונה,62,6,72000006
7200,נס ציונה,63,5,72000005
7200,נס ציונה,65,6,72000006
7200,נס ציונה,66,6,72000006
7200,נס ציונה,67,2,72000002
7200,נס ציונה,68,7,72000007
7200,נס ציונה,950,9,72000009
7200,נס ציונה,951,6,72000006
7200,נס ציונה,952,6,72000006
7200,נס ציונה,953,10,72000010
186,נעורים,1,1,1860001
3787,נעלה,1,1,37870001
3787,נעלה,2,1,37870001
3713,"נעמ""ה",1,1,37130001
158,נען,1,1,1580001
158,נען,2,1,1580001
3620,נערן,1,1,36200001
1372,נצר חזני,1,1,13720001
435,נצר סרני,1,1,4350001
7300,נצרת,1,11,73000011
7300,נצרת,2,11,73000011
7300,נצרת,3,12,73000012
7300,נצרת,4,12,73000012
7300,נצרת,5,11,73000011
7300,נצרת,6,13,73000013
7300,נצרת,7,23,73000023
7300,נצרת,8,23,73000023
7300,נצרת,9,23,73000023
7300,נצרת,10,23,73000023
7300,נצרת,11,14,73000014
7300,נצרת,12,13,73000013
7300,נצרת,13,21,73000021
7300,נצרת,14,22,73000022
7300,נצרת,15,43,73000043
7300,נצרת,16,22,73000022
7300,נצרת,17,22,73000022
7300,נצרת,18,21,73000021
7300,נצרת,19,22,73000022
7300,נצרת,20,33,73000033
7300,נצרת,21,35,73000035
7300,נצרת,22,35,73000035
7300,נצרת,23,41,73000041
7300,נצרת,24,41,73000041
7300,נצרת,25,41,73000041
7300,נצרת,26,35,73000035
7300,נצרת,27,34,73000034
7300,נצרת,28,35,73000035
7300,נצרת,29,41,73000041
7300,נצרת,30,12,73000012
7300,נצרת,31,14,73000014
7300,נצרת,32,13,73000013
7300,נצרת,33,13,73000013
7300,נצרת,34,14,73000014
7300,נצרת,35,12,73000012
7300,נצרת,36,12,73000012
7300,נצרת,37,15,73000015
7300,נצרת,38,15,73000015
7300,נצרת,39,15,73000015
7300,נצרת,40,42,73000042
7300,נצרת,41,43,73000043
7300,נצרת,42,42,73000042
7300,נצרת,43,42,73000042
7300,נצרת,44,33,73000033
7300,נצרת,45,31,73000031
7300,נצרת,46,32,73000032
7300,נצרת,47,31,73000031
7300,נצרת,48,33,73000033
7300,נצרת,49,42,73000042
7300,נצרת,50,34,73000034
7300,נצרת,51,34,73000034
7300,נצרת,52,34,73000034
7300,נצרת,53,35,73000035
7300,נצרת,54,41,73000041
7300,נצרת,55,41,73000041
7300,נצרת,56,45,73000045
7300,נצרת,57,32,73000032
7300,נצרת,58,32,73000032
7300,נצרת,59,32,73000032
7300,נצרת,60,15,73000015
7300,נצרת,61,15,73000015
7300,נצרת,62,15,73000015
7300,נצרת,63,35,73000035
7300,נצרת,64,15,73000015
7300,נצרת,65,12,73000012
7300,נצרת,66,12,73000012
7300,נצרת,67,13,73000013
7300,נצרת,68,13,73000013
7300,נצרת,69,12,73000012
7300,נצרת,70,33,73000033
7300,נצרת,71,22,73000022
7300,נצרת,72,34,73000034
7300,נצרת,73,44,73000044
7300,נצרת,74,35,73000035
7300,נצרת,75,43,73000043
7300,נצרת,77,34,73000034
7300,נצרת,81,32,73000032
7300,נצרת,82,32,73000032
7300,נצרת,83,42,73000042
7300,נצרת,84,12,73000012
7300,נצרת,85,21,73000021
7300,נצרת,87,31,73000031
7300,נצרת,88,35,73000035
7300,נצרת,89,43,73000043
7300,נצרת,950,44,73000044
2500,נשר,1,6,25000006
2500,נשר,2,6,25000006
2500,נשר,3,6,25000006
2500,נשר,4,6,25000006
2500,נשר,5,2,25000002
2500,נשר,6,2,25000002
2500,נשר,7,2,25000002
2500,נשר,8,1,25000001
2500,נשר,9,2,25000002
2500,נשר,10,3,25000003
2500,נשר,11,3,25000003
2500,נשר,12,3,25000003
2500,נשר,13,3,25000003
2500,נשר,14,3,25000003
2500,נשר,16,6,25000006
2500,נשר,17,7,25000007
2500,נשר,19,5,25000005
2500,נשר,20,4,25000004
2500,נשר,21,5,25000005
2500,נשר,22,5,25000005
2500,נשר,23,4,25000004
2500,נשר,24,7,25000007
2500,נשר,25,7,25000007
2500,נשר,26,7,25000007
2500,נשר,27,4,25000004
2500,נשר,28,5,25000005
2500,נשר,29,7,25000007
2500,נשר,30,7,25000007
2500,נשר,31,7,25000007
2500,נשר,32,2,25000002
2500,נשר,33,7,25000007
2500,נשר,34,4,25000004
2500,נשר,35,7,25000007
2500,נשר,36,7,25000007
2500,נשר,37,7,25000007
3555,נתיב הגדוד,1,1,35550001
693,"נתיב הל""ה",1,1,6930001
1242,נתיב העשרה,1,1,12420001
792,נתיב השיירה,1,1,7920001
246,נתיבות,1,1,2460001
246,נתיבות,2,2,2460002
246,נתיבות,3,2,2460002
246,נתיבות,4,1,2460001
246,נתיבות,5,2,2460002
246,נתיבות,6,1,2460001
246,נתיבות,7,2,2460002
246,נתיבות,8,2,2460002
246,נתיבות,9,2,2460002
246,נתיבות,10,4,2460004
246,נתיבות,11,4,2460004
246,נתיבות,12,8,2460008
246,נתיבות,13,8,2460008
246,נתיבות,14,5,2460005
246,נתיבות,15,4,2460004
246,נתיבות,16,6,2460006
246,נתיבות,17,7,2460007
246,נתיבות,18,7,2460007
246,נתיבות,19,6,2460006
246,נתיבות,20,5,2460005
246,נתיבות,21,6,2460006
246,נתיבות,22,7,2460007
246,נתיבות,23,5,2460005
246,נתיבות,24,2,2460002
246,נתיבות,25,8,2460008
246,נתיבות,26,6,2460006
246,נתיבות,27,7,2460007
246,נתיבות,28,4,2460004
246,נתיבות,29,3,2460003
246,נתיבות,30,5,2460005
246,נתיבות,31,8,2460008
246,נתיבות,32,6,2460006
246,נתיבות,33,7,2460007
246,נתיבות,34,6,2460006
246,נתיבות,35,6,2460006
246,נתיבות,36,7,2460007
246,נתיבות,37,7,2460007
246,נתיבות,38,6,2460006
246,נתיבות,39,6,2460006
246,נתיבות,40,7,2460007
246,נתיבות,41,5,2460005
246,נתיבות,42,6,2460006
246,נתיבות,43,6,2460006
246,נתיבות,44,7,2460007
246,נתיבות,45,6,2460006
246,נתיבות,46,7,2460007
7400,נתניה,1,111,74000111
7400,נתניה,2,222,74000222
7400,נתניה,3,212,74000212
7400,נתניה,4,212,74000212
7400,נתניה,5,212,74000212
7400,נתניה,6,213,74000213
7400,נתניה,7,213,74000213
7400,נתניה,8,211,74000211
7400,נתניה,9,211,74000211
7400,נתניה,10,211,74000211
7400,נתניה,11,211,74000211
7400,נתניה,12,233,74000233
7400,נתניה,13,222,74000222
7400,נתניה,14,222,74000222
7400,נתניה,15,221,74000221
7400,נתניה,16,223,74000223
7400,נתניה,17,231,74000231
7400,נתניה,18,231,74000231
7400,נתניה,19,231,74000231
7400,נתניה,20,232,74000232
7400,נתניה,21,241,74000241
7400,נתניה,22,241,74000241
7400,נתניה,23,241,74000241
7400,נתניה,24,242,74000242
7400,נתניה,25,232,74000232
7400,נתניה,26,232,74000232
7400,נתניה,27,233,74000233
7400,נתניה,28,242,74000242
7400,נתניה,29,233,74000233
7400,נתניה,30,243,74000243
7400,נתניה,31,233,74000233
7400,נתניה,32,324,74000324
7400,נתניה,33,322,74000322
7400,נתניה,34,313,74000313
7400,נתניה,35,311,74000311
7400,נתניה,36,313,74000313
7400,נתניה,37,313,74000313
7400,נתניה,38,322,74000322
7400,נתניה,39,322,74000322
7400,נתניה,40,324,74000324
7400,נתניה,41,312,74000312
7400,נתניה,42,311,74000311
7400,נתניה,43,312,74000312
7400,נתניה,44,312,74000312
7400,נתניה,45,311,74000311
7400,נתניה,46,333,74000333
7400,נתניה,47,332,74000332
7400,נתניה,48,331,74000331
7400,נתניה,49,334,74000334
7400,נתניה,50,323,74000323
7400,נתניה,51,331,74000331
7400,נתניה,52,342,74000342
7400,נתניה,53,354,74000354
7400,נתניה,54,334,74000334
7400,נתניה,55,341,74000341
7400,נתניה,56,321,74000321
7400,נתניה,57,343,74000343
7400,נתניה,58,334,74000334
7400,נתניה,59,323,74000323
7400,נתניה,60,331,74000331
7400,נתניה,61,321,74000321
7400,נתניה,62,352,74000352
7400,נתניה,63,352,74000352
7400,נתניה,64,351,74000351
7400,נתניה,65,351,74000351
7400,נתניה,66,351,74000351
7400,נתניה,67,321,74000321
7400,נתניה,68,352,74000352
7400,נתניה,69,351,74000351
7400,נתניה,70,352,74000352
7400,נתניה,71,212,74000212
7400,נתניה,72,221,74000221
7400,נתניה,73,115,74000115
7400,נתניה,74,112,74000112
7400,נתניה,75,112,74000112
7400,נתניה,76,112,74000112
7400,נתניה,77,113,74000113
7400,נתניה,78,113,74000113
7400,נתניה,79,113,74000113
7400,נתניה,80,322,74000322
7400,נתניה,81,431,74000431
7400,נתניה,82,431,74000431
7400,נתניה,83,431,74000431
7400,נתניה,84,431,74000431
7400,נתניה,85,432,74000432
7400,נתניה,86,431,74000431
7400,נתניה,87,432,74000432
7400,נתניה,88,511,74000511
7400,נתניה,89,511,74000511
7400,נתניה,90,511,74000511
7400,נתניה,91,512,74000512
7400,נתניה,92,422,74000422
7400,נתניה,93,521,74000521
7400,נתניה,94,431,74000431
7400,נתניה,95,522,74000522
7400,נתניה,96,421,74000421
7400,נתניה,97,422,74000422
7400,נתניה,98,422,74000422
7400,נתניה,99,422,74000422
7400,נתניה,100,421,74000421
7400,נתניה,101,422,74000422
7400,נתניה,102,421,74000421
7400,נתניה,103,421,74000421
7400,נתניה,104,421,74000421
7400,נתניה,105,421,74000421
7400,נתניה,106,421,74000421
7400,נתניה,107,422,74000422
7400,נתניה,108,513,74000513
7400,נתניה,109,513,74000513
7400,נתניה,110,512,74000512
7400,נתניה,111,521,74000521
7400,נתניה,112,513,74000513
7400,נתניה,113,521,74000521
7400,נתניה,114,521,74000521
7400,נתניה,115,534,74000534
7400,נתניה,116,333,74000333
7400,נתניה,117,341,74000341
7400,נתניה,118,332,74000332
7400,נתניה,119,343,74000343
7400,נתניה,120,341,74000341
7400,נתניה,121,323,74000323
7400,נתניה,122,342,74000342
7400,נתניה,123,333,74000333
7400,נתניה,124,341,74000341
7400,נתניה,125,334,74000334
7400,נתניה,126,243,74000243
7400,נתניה,127,241,74000241
7400,נתניה,128,231,74000231
7400,נתניה,129,243,74000243
7400,נתניה,130,342,74000342
7400,נתניה,131,353,74000353
7400,נתניה,132,211,74000211
7400,נתניה,133,231,74000231
7400,נתניה,134,232,74000232
7400,נתניה,135,241,74000241
7400,נתניה,136,242,74000242
7400,נתניה,137,322,74000322
7400,נתניה,138,313,74000313
7400,נתניה,139,322,74000322
7400,נתניה,140,323,74000323
7400,נתניה,141,321,74000321
7400,נתניה,142,321,74000321
7400,נתניה,143,233,74000233
7400,נתניה,144,324,74000324
7400,נתניה,145,311,74000311
7400,נתניה,146,341,74000341
7400,נתניה,147,223,74000223
7400,נתניה,148,243,74000243
7400,נתניה,149,232,74000232
7400,נתניה,150,331,74000331
7400,נתניה,151,522,74000522
7400,נתניה,152,522,74000522
7400,נתניה,153,522,74000522
7400,נתניה,154,343,74000343
7400,נתניה,155,523,74000523
7400,נתניה,156,523,74000523
7400,נתניה,157,522,74000522
7400,נתניה,158,521,74000521
7400,נתניה,159,521,74000521
7400,נתניה,160,523,74000523
7400,נתניה,161,532,74000532
7400,נתניה,162,534,74000534
7400,נתניה,163,522,74000522
7400,נתניה,164,513,74000513
7400,נתניה,165,322,74000322
7400,נתניה,166,113,74000113
7400,נתניה,167,351,74000351
7400,נתניה,168,351,74000351
7400,נתניה,169,342,74000342
7400,נתניה,170,323,74000323
7400,נתניה,171,422,74000422
7400,נתניה,172,341,74000341
7400,נתניה,173,333,74000333
7400,נתניה,174,311,74000311
7400,נתניה,175,411,74000411
7400,נתניה,176,332,74000332
7400,נתניה,177,321,74000321
7400,נתניה,178,243,74000243
7400,נתניה,179,322,74000322
7400,נתניה,180,322,74000322
7400,נתניה,181,431,74000431
7400,נתניה,182,212,74000212
7400,נתניה,183,432,74000432
7400,נתניה,184,312,74000312
7400,נתניה,185,112,74000112
7400,נתניה,186,324,74000324
7400,נתניה,187,343,74000343
7400,נתניה,188,352,74000352
7400,נתניה,189,353,74000353
7400,נתניה,190,355,74000355
7400,נתניה,191,231,74000231
7400,נתניה,192,231,74000231
7400,נתניה,193,221,74000221
7400,נתניה,194,241,74000241
7400,נתניה,195,211,74000211
7400,נתניה,196,211,74000211
7400,נתניה,197,241,74000241
7400,נתניה,198,213,74000213
7400,נתניה,199,221,74000221
7400,נתניה,200,113,74000113
7400,נתניה,201,113,74000113
7400,נתניה,202,114,74000114
7400,נתניה,203,114,74000114
7400,נתניה,204,114,74000114
7400,נתניה,205,114,74000114
7400,נתניה,207,114,74000114
7400,נתניה,208,532,74000532
7400,נתניה,209,513,74000513
7400,נתניה,210,512,74000512
7400,נתניה,211,533,74000533
7400,נתניה,212,533,74000533
7400,נתניה,213,532,74000532
7400,נתניה,214,532,74000532
7400,נתניה,215,523,74000523
7400,נתניה,216,534,74000534
7400,נתניה,217,523,74000523
7400,נתניה,218,533,74000533
7400,נתניה,219,511,74000511
7400,נתניה,220,334,74000334
7400,נתניה,221,533,74000533
7400,נתניה,222,533,74000533
7400,נתניה,223,311,74000311
7400,נתניה,224,313,74000313
7400,נתניה,225,116,74000116
7400,נתניה,226,117,74000117
7400,נתניה,227,116,74000116
7400,נתניה,228,313,74000313
7400,נתניה,229,117,74000117
7400,נתניה,230,413,74000413
7400,נתניה,231,413,74000413
7400,נתניה,232,116,74000116
7400,נתניה,233,213,74000213
7400,נתניה,234,114,74000114
7400,נתניה,235,354,74000354
7400,נתניה,236,421,74000421
7400,נתניה,237,241,74000241
7400,נתניה,238,342,74000342
7400,נתניה,239,242,74000242
7400,נתניה,240,223,74000223
7400,נתניה,241,352,74000352
7400,נתניה,242,221,74000221
7400,נתניה,243,117,74000117
7400,נתניה,244,232,74000232
7400,נתניה,245,341,74000341
7400,נתניה,246,323,74000323
7400,נתניה,247,115,74000115
7400,נתניה,248,115,74000115
7400,נתניה,249,115,74000115
7400,נתניה,250,221,74000221
7400,נתניה,251,117,74000117
7400,נתניה,252,115,74000115
7400,נתניה,253,114,74000114
7400,נתניה,254,531,74000531
7400,נתניה,255,116,74000116
7400,נתניה,256,116,74000116
7400,נתניה,257,355,74000355
7400,נתניה,258,115,74000115
7400,נתניה,259,531,74000531
7400,נתניה,260,532,74000532
7400,נתניה,261,114,74000114
7400,נתניה,262,117,74000117
7400,נתניה,263,354,74000354
7400,נתניה,264,413,74000413
7400,נתניה,265,115,74000115
7400,נתניה,266,115,74000115
7400,נתניה,267,414,74000414
7400,נתניה,268,355,74000355
7400,נתניה,269,531,74000531
7400,נתניה,270,414,74000414
7400,נתניה,271,531,74000531
7400,נתניה,272,352,74000352
7400,נתניה,273,531,74000531
7400,נתניה,274,412,74000412
7400,נתניה,275,351,74000351
7400,נתניה,276,414,74000414
7400,נתניה,277,352,74000352
7400,נתניה,278,531,74000531
7400,נתניה,279,115,74000115
7400,נתניה,280,414,74000414
7400,נתניה,281,531,74000531
7400,נתניה,282,414,74000414
7400,נתניה,283,412,74000412
7400,נתניה,284,322,74000322
7400,נתניה,285,322,74000322
7400,נתניה,286,414,74000414
7400,נתניה,287,413,74000413
7400,נתניה,288,117,74000117
7400,נתניה,289,322,74000322
7400,נתניה,290,354,74000354
7400,נתניה,291,243,74000243
7400,נתניה,292,352,74000352
7400,נתניה,293,531,74000531
7400,נתניה,294,115,74000115
7400,נתניה,295,351,74000351
7400,נתניה,296,531,74000531
7400,נתניה,297,411,74000411
7400,נתניה,298,531,74000531
7400,נתניה,299,355,74000355
7400,נתניה,300,322,74000322
7400,נתניה,301,414,74000414
7400,נתניה,302,531,74000531
7400,נתניה,303,322,74000322
7400,נתניה,304,321,74000321
7400,נתניה,305,414,74000414
7400,נתניה,950,123,74000123
7400,נתניה,951,121,74000121
7400,נתניה,952,412,74000412
7400,נתניה,953,122,74000122
7400,נתניה,954,531,74000531
7400,נתניה,955,414,74000414
7400,נתניה,956,413,74000413
7400,נתניה,957,413,74000413
7400,נתניה,958,322,74000322
7400,נתניה,959,422,74000422
525,סאג'ור,1,1,5250001
525,סאג'ור,2,1,5250001
525,סאג'ור,3,1,5250001
525,סאג'ור,4,1,5250001
525,סאג'ור,5,1,5250001
578,סאסא,1,1,5780001
587,סביון,1,1,5870001
587,סביון,2,1,5870001
587,סביון,3,1,5870001
587,סביון,4,1,5870001
587,סביון,5,1,5870001
587,סביון,101,1,5870001
587,סביון,102,1,5870001
2046,סגולה,1,1,20460001
942,סואעד (חמרייה),1,1,9420001
526,סולם,1,1,5260001
526,סולם,2,1,5260001
526,סולם,3,1,5260001
3756,סוסיה,1,1,37560001
